6.791287370000000000e+08 1.732400000000000162e+01 8.784000000000000696e+00 1.012477999999999952e+03 -3.049999999999999822e+00 5.733999999999999986e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.791342180000000000e+08 1.732400000000000162e+01 8.784000000000000696e+00 1.012477999999999952e+03 -3.049999999999999822e+00 5.733999999999999986e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.791396720000000000e+08 1.720200000000000173e+01 8.784000000000000696e+00 1.012600000000000023e+03 -3.049999999999999822e+00 5.733999999999999986e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.791451550000000000e+08 1.720200000000000173e+01 8.784000000000000696e+00 1.012600000000000023e+03 -3.172000000000000153e+00 5.612000000000000099e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.791506110000000000e+08 1.720200000000000173e+01 8.906000000000000583e+00 1.012600000000000023e+03 -3.172000000000000153e+00 5.612000000000000099e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.791583790000000000e+08 1.707999999999999829e+01 8.906000000000000583e+00 1.012477999999999952e+03 -3.172000000000000153e+00 5.490000000000000213e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.791630620000000000e+08 1.707999999999999829e+01 8.906000000000000583e+00 1.012477999999999952e+03 -3.294000000000000039e+00 5.490000000000000213e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.791685150000000000e+08 1.707999999999999829e+01 9.028000000000000469e+00 1.012477999999999952e+03 -3.294000000000000039e+00 5.490000000000000213e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.791739870000000000e+08 1.707999999999999829e+01 9.028000000000000469e+00 1.012477999999999952e+03 -3.294000000000000039e+00 5.368000000000000327e+00 1.024190100000000029e+03 0.000000000000000000e+00 nan
6.791794540000000000e+08 1.707999999999999829e+01 9.150000000000000355e+00 1.012477999999999952e+03 -3.294000000000000039e+00 5.368000000000000327e+00 1.024190100000000029e+03 0.000000000000000000e+00 nan
6.791849230000000000e+08 1.707999999999999829e+01 9.150000000000000355e+00 1.012477999999999952e+03 -3.415999999999999925e+00 5.368000000000000327e+00 1.024190100000000029e+03 0.000000000000000000e+00 nan
6.791903870000000000e+08 1.707999999999999829e+01 9.150000000000000355e+00 1.012477999999999952e+03 -3.415999999999999925e+00 5.368000000000000327e+00 1.024190100000000029e+03 0.000000000000000000e+00 nan
6.791958600000000000e+08 1.707999999999999829e+01 9.150000000000000355e+00 1.012477999999999952e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792035580000000000e+08 1.720200000000000173e+01 9.272000000000000242e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792082370000000000e+08 1.720200000000000173e+01 9.272000000000000242e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792137090000000000e+08 1.720200000000000173e+01 9.272000000000000242e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792191670000000000e+08 1.720200000000000173e+01 9.150000000000000355e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792246430000000000e+08 1.720200000000000173e+01 9.150000000000000355e+00 1.012600000000000023e+03 -3.537999999999999812e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792301030000000000e+08 1.720200000000000173e+01 9.150000000000000355e+00 1.012600000000000023e+03 -3.537999999999999812e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792355790000000000e+08 1.720200000000000173e+01 9.150000000000000355e+00 1.012600000000000023e+03 -3.537999999999999812e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792410370000000000e+08 1.707999999999999829e+01 9.028000000000000469e+00 1.012600000000000023e+03 -3.537999999999999812e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792487430000000000e+08 1.707999999999999829e+01 9.028000000000000469e+00 1.012600000000000023e+03 -3.537999999999999812e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792534270000000000e+08 1.707999999999999829e+01 9.028000000000000469e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792588840000000000e+08 1.707999999999999829e+01 8.906000000000000583e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.024067999999999984e+03 0.000000000000000000e+00 nan
6.792643590000000000e+08 1.707999999999999829e+01 8.906000000000000583e+00 1.012600000000000023e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.792698240000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.415999999999999925e+00 5.246000000000000441e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.792752930000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.415999999999999925e+00 5.368000000000000327e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.792807620000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.415999999999999925e+00 5.368000000000000327e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.792862300000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.294000000000000039e+00 5.368000000000000327e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.792926130000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.294000000000000039e+00 5.490000000000000213e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.792985740000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.294000000000000039e+00 5.490000000000000213e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
6.793032690000000000e+08 1.707999999999999829e+01 8.784000000000000696e+00 1.012721999999999980e+03 -3.172000000000000153e+00 5.612000000000000099e+00 1.023946000000000026e+03 0.000000000000000000e+00 nan
